cod_usuario,cod_produto,data_compra,quantidade,valor
1236,6,2020-06-25,8,7199.2
150,11,2021-02-22,19,948.1
1438,5,2020-11-07,20,8740
2005,14,2020-09-13,4,555.96
1362,3,2019-12-12,14,28693
198,8,2021-07-24,3,658.71
933,10,2020-04-28,19,13298.1
2890,21,2020-10-01,17,101984.7
251,10,2021-07-30,5,3499.5
217,15,2019-12-05,2,9.98
1503,3,2019-02-12,20,40990
759,19,2021-06-24,3,7499.7
1158,16,2021-06-07,12,60
2788,11,2020-05-21,19,948.1
2818,5,2020-09-17,20,8740
253,19,2019-10-26,6,14999.4
482,2,2021-06-27,8,10766.24
2567,20,2020-07-02,9,1169.1
3345,8,2020-09-25,20,4391.4
2379,19,2019-06-11,8,19999.2
1409,3,2021-03-24,9,18445.5
2137,19,2021-03-25,4,9999.6
983,10,2021-05-06,9,6299.1
1040,2,2020-03-07,14,18840.92
757,20,2021-01-06,4,519.6
1838,16,2021-06-05,10,50
2165,15,2020-06-15,18,89.82
954,9,2020-11-10,10,3891
2627,16,2020-10-09,6,30
1151,20,2020-12-03,6,779.4
1694,9,2021-05-24,13,5058.3
291,3,2020-12-23,1,2049.5
2359,13,2019-12-24,9,89.1
2543,8,2021-04-12,20,4391.4
1163,4,2020-12-11,11,647.9
1506,7,2020-04-11,4,5201.96
2801,11,2020-04-14,13,648.7
2242,1,2019-09-03,20,91818
1391,9,2019-11-04,5,1945.5
792,14,2020-08-25,3,416.97
3072,7,2021-05-27,13,16906.37
614,17,2019-10-04,16,9345.6
1300,21,2021-03-05,13,77988.3
2736,4,2020-03-14,13,765.7
3374,2,2021-07-01,13,17495.14
1780,16,2020-07-11,5,25
631,9,2019-05-30,10,3891
738,20,2021-06-19,5,649.5
995,11,2021-03-15,10,499
462,3,2021-04-10,1,2049.5
1009,3,2019-09-12,18,36891
651,21,2020-12-25,5,29995.5
2913,10,2021-06-01,5,3499.5
2095,18,2020-07-30,11,86.9
538,10,2021-07-24,18,12598.2
605,16,2020-10-13,12,60
3073,1,2020-02-20,10,45909
3187,19,2021-06-20,5,12499.5
1081,21,2021-07-17,10,59991
3235,11,2020-10-30,20,998
461,16,2019-07-19,14,70
708,10,2021-01-04,16,11198.4
1108,9,2021-03-16,7,2723.7
2642,14,2021-07-29,14,1945.86
2722,6,2021-07-22,18,16198.2
2975,6,2021-07-29,15,13498.5
2100,7,2018-10-13,5,6502.45
988,15,2021-03-30,2,9.98
2952,7,2019-08-16,4,5201.96
1163,14,2021-03-19,2,277.98
802,13,2021-06-24,17,168.3
1330,12,2020-07-30,15,1162.5
2305,11,2020-08-17,8,399.2
2881,15,2018-08-22,8,39.92
2945,16,2019-07-09,15,75
1532,13,2020-03-24,14,138.6
526,20,2020-11-06,9,1169.1
2054,14,2021-02-25,11,1528.89
320,12,2021-06-20,7,542.5
645,7,2020-07-24,13,16906.37
2501,19,2021-07-25,3,7499.7
2009,19,2021-06-27,2,4999.8
581,12,2020-12-03,15,1162.5
3207,4,2020-12-24,11,647.9
728,17,2020-12-03,8,4672.8
2039,21,2021-07-29,17,101984.7
992,20,2020-10-04,1,129.9
2034,21,2021-07-30,15,89986.5
28,17,2021-06-28,6,3504.6
988,17,2020-09-16,20,11682
1325,1,2020-10-03,3,13772.7
996,12,2020-12-10,15,1162.5
877,20,2020-10-03,5,649.5
1510,10,2021-04-07,11,7698.9
277,18,2021-05-25,15,118.5
2562,5,2021-03-19,11,4807
2259,8,2019-06-03,4,878.28
1316,13,2020-12-02,17,168.3
1295,12,2021-04-01,20,1550
1178,21,2021-07-30,16,95985.6
1588,1,2021-04-21,2,9181.8
2639,20,2021-03-04,16,2078.4
3398,20,2021-05-18,9,1169.1
3297,12,2019-09-03,16,1240
2971,4,2019-11-07,2,117.8
3257,8,2020-10-09,9,1976.13
1600,11,2019-06-19,10,499
2108,14,2021-02-04,7,972.93
515,4,2021-05-22,20,1178
769,16,2021-07-02,10,50
1972,11,2020-11-18,6,299.4
1817,5,2020-05-30,10,4370
2317,6,2020-12-30,14,12598.6
3018,10,2020-10-30,7,4899.3
1303,21,2020-03-25,9,53991.9
303,16,2019-11-14,12,60
837,8,2021-03-29,6,1317.42
790,20,2020-12-19,20,2598
1067,17,2021-04-19,3,1752.3
467,17,2021-07-01,18,10513.8
1250,20,2020-11-01,11,1428.9
911,14,2021-02-22,19,2640.81
1929,1,2020-09-02,12,55090.8
1339,18,2021-04-05,20,158
2054,8,2021-06-03,19,4171.83
849,6,2020-08-04,1,899.9
1770,13,2020-12-15,15,148.5
2172,21,2021-05-19,13,77988.3
2342,19,2020-09-26,4,9999.6
679,3,2021-04-17,19,38940.5
1161,21,2021-06-30,20,119982
850,11,2021-01-04,14,698.6
1715,7,2019-10-19,7,9103.43
2472,2,2019-07-24,16,21532.48
488,4,2019-06-26,3,176.7
2895,18,2020-03-14,18,142.2
323,15,2021-02-10,7,34.93
324,4,2021-06-28,18,1060.2
51,21,2020-04-21,9,53991.9
729,11,2020-12-31,5,249.5
2895,12,2020-08-14,3,232.5
1583,14,2021-06-22,18,2501.82
1436,17,2020-09-15,15,8761.5
2583,8,2020-09-20,18,3952.26
1395,14,2020-06-24,9,1250.91
25,3,2021-04-07,7,14346.5
3376,20,2021-04-08,20,2598
155,21,2021-03-24,17,101984.7
911,21,2021-01-26,9,53991.9
1317,18,2021-07-25,18,142.2
665,11,2020-04-10,3,149.7
3246,6,2019-12-08,3,2699.7
2314,3,2019-08-07,17,34841.5
2101,13,2019-08-25,4,39.6
2979,20,2021-06-05,17,2208.3
372,14,2020-08-30,9,1250.91
2911,5,2021-07-19,4,1748
2344,7,2021-07-23,9,11704.41
1368,14,2019-10-06,4,555.96
2954,12,2020-07-25,7,542.5
759,10,2021-06-03,15,10498.5
2701,15,2020-04-11,4,19.96
391,19,2021-07-04,17,42498.3
529,2,2021-07-11,14,18840.92
2636,4,2020-02-14,3,176.7
1987,10,2021-07-03,8,5599.2
2346,8,2021-03-23,18,3952.26
2080,10,2020-09-07,3,2099.7
152,15,2021-07-13,5,24.95
2494,14,2021-05-04,15,2084.85
1522,21,2019-07-07,7,41993.7
2602,7,2021-06-15,11,14305.39
3068,1,2019-09-05,15,68863.5
2610,3,2020-03-30,3,6148.5
1698,9,2020-09-07,18,7003.8
1222,1,2021-07-15,2,9181.8
1081,4,2021-03-10,19,1119.1
1560,18,2021-02-24,15,118.5
766,13,2021-07-18,18,178.2
619,5,2021-03-05,19,8303
3137,9,2019-07-16,14,5447.4
2438,15,2020-11-07,16,79.84
1397,6,2020-09-07,6,5399.4
2859,18,2019-06-18,20,158
1855,6,2021-05-14,11,9898.9
3149,19,2021-03-11,20,49998
184,9,2021-07-26,10,3891
3236,15,2020-05-27,4,19.96
1830,6,2021-02-08,4,3599.6
1124,3,2021-01-11,5,10247.5
258,5,2020-12-12,5,2185
732,5,2021-07-27,6,2622
3247,7,2021-06-19,17,22108.33
1743,12,2021-03-23,9,697.5
438,10,2020-02-22,2,1399.8
2514,17,2021-07-18,1,584.1
1923,10,2021-07-30,6,4199.4
1744,6,2020-01-07,18,16198.2
2512,4,2021-01-14,6,353.4
1781,11,2021-07-29,8,399.2
2927,2,2021-02-20,4,5383.12
793,9,2020-10-14,3,1167.3
2439,2,2021-03-02,2,2691.56
2580,19,2019-12-21,3,7499.7
1540,7,2021-01-30,5,6502.45
671,2,2021-07-11,17,22878.26
2617,17,2020-12-18,11,6425.1
3023,15,2021-03-14,18,89.82
1855,14,2021-06-12,13,1806.87
1048,5,2021-07-27,4,1748
2158,3,2020-10-30,10,20495
2435,12,2020-05-13,4,310
2951,9,2021-06-15,8,3112.8
1252,14,2019-05-26,11,1528.89
3212,6,2021-06-29,5,4499.5
1626,13,2020-12-18,19,188.1
1672,10,2020-06-22,13,9098.7
941,11,2021-05-31,11,548.9
1775,15,2020-07-22,1,4.99
3315,11,2021-04-13,2,99.8
2939,6,2020-03-26,10,8999
1960,8,2021-06-20,10,2195.7
706,11,2020-02-23,8,399.2
2465,9,2021-05-25,15,5836.5
153,21,2020-10-27,4,23996.4
425,17,2020-03-09,18,10513.8
1168,7,2020-12-17,7,9103.43
2208,8,2021-03-19,9,1976.13
730,16,2021-03-14,15,75
1611,21,2021-07-26,15,89986.5
632,13,2020-01-05,19,188.1
1758,5,2021-02-16,6,2622
1819,13,2021-03-08,8,79.2
881,8,2021-07-27,1,219.57
3070,10,2021-01-09,9,6299.1
579,18,2020-01-09,14,110.6
3255,5,2020-05-16,1,437
1199,16,2020-04-03,9,45
2075,18,2020-08-09,10,79
1734,11,2021-07-11,19,948.1
560,21,2020-03-27,6,35994.6
312,19,2020-07-20,8,19999.2
1096,11,2021-06-08,10,499
1563,21,2019-11-27,10,59991
2907,19,2020-10-17,4,9999.6
2570,17,2020-10-25,9,5256.9
629,7,2021-06-02,10,13004.9
1704,16,2021-04-20,15,75
314,3,2019-11-14,13,26643.5
2557,6,2020-05-31,17,15298.3
2876,21,2021-01-29,5,29995.5
332,8,2019-05-17,19,4171.83
1349,12,2020-06-18,5,387.5
2430,4,2021-01-28,9,530.1
3198,9,2021-05-06,1,389.1
1690,10,2021-04-13,2,1399.8
760,3,2020-02-25,8,16396
1666,17,2021-07-13,8,4672.8
2339,3,2019-01-22,11,22544.5
3332,10,2021-05-23,8,5599.2
1160,6,2021-04-25,20,17998
478,15,2021-03-26,1,4.99
505,13,2021-01-18,10,99
173,3,2020-10-29,20,40990
1077,9,2020-11-12,9,3501.9
3093,17,2021-03-23,2,1168.2
2945,20,2021-07-16,10,1299
2957,17,2018-12-07,6,3504.6
1848,2,2021-05-18,16,21532.48
1975,15,2019-04-09,17,84.83
1246,11,2020-10-10,3,149.7
3334,21,2020-02-04,20,119982
2092,10,2020-09-22,17,11898.3
1797,2,2021-07-20,11,14803.58
685,8,2020-05-19,8,1756.56
1493,7,2021-06-03,13,16906.37
2520,7,2021-07-09,17,22108.33
585,10,2020-08-21,1,699.9
1369,1,2021-05-22,19,87227.1
1592,15,2020-02-11,19,94.81
3129,13,2018-08-14,2,19.8
247,3,2021-05-21,13,26643.5
1747,15,2020-06-16,6,29.94
1544,15,2019-03-28,14,69.86
2593,17,2020-06-11,7,4088.7
1344,10,2021-01-31,15,10498.5
798,16,2020-04-12,14,70
1226,2,2021-05-22,12,16149.36
3306,4,2019-06-14,4,235.6
1260,1,2021-06-25,8,36727.2
1581,17,2020-07-06,3,1752.3
729,13,2021-02-17,12,118.8
1449,6,2020-03-09,12,10798.8
222,5,2021-05-30,15,6555
1071,18,2020-11-13,8,63.2
937,3,2020-01-12,1,2049.5
2338,8,2020-10-02,6,1317.42
1571,20,2021-06-22,17,2208.3
1507,20,2021-07-11,19,2468.1
2712,19,2020-09-07,12,29998.8
3072,15,2019-02-09,18,89.82
1952,8,2021-02-25,17,3732.69
1348,3,2020-07-02,11,22544.5
2470,5,2019-12-28,13,5681
769,4,2021-01-23,19,1119.1
3169,8,2021-05-12,10,2195.7
3243,11,2020-10-12,2,99.8
3248,21,2020-09-09,18,107983.8
2196,7,2021-07-01,20,26009.8
2464,16,2021-06-19,2,10
525,9,2020-08-03,20,7782
1154,1,2021-06-22,9,41318.1
2483,3,2021-04-14,20,40990
235,13,2021-04-10,11,108.9
2003,21,2020-06-05,1,5999.1
1026,10,2021-02-19,7,4899.3
3388,15,2018-12-01,1,4.99
1048,5,2021-06-09,2,874
2526,14,2020-08-01,4,555.96
1187,3,2021-04-20,20,40990
1949,9,2020-11-02,10,3891
466,14,2020-12-30,2,277.98
862,19,2020-07-06,1,2499.9
79,8,2021-04-08,6,1317.42
2146,13,2021-01-20,13,128.7
2042,4,2018-07-29,1,58.9
1201,18,2020-05-25,12,94.8
363,10,2021-03-09,20,13998
169,11,2021-01-14,4,199.6
2037,10,2020-10-28,17,11898.3
544,11,2020-09-09,3,149.7
2495,1,2021-07-31,13,59681.7
633,8,2020-11-05,15,3293.55
2695,21,2020-07-26,19,113982.9
1462,14,2021-04-20,3,416.97
139,21,2019-10-20,8,47992.8
2850,12,2020-10-19,1,77.5
1288,20,2021-01-06,9,1169.1
3310,7,2018-12-07,12,15605.88
1844,15,2020-12-15,20,99.8
396,12,2019-09-10,15,1162.5
2138,10,2021-06-29,9,6299.1
1655,15,2020-10-14,5,24.95
3272,13,2020-12-27,6,59.4
214,19,2020-05-02,16,39998.4
742,1,2021-06-24,15,68863.5
999,5,2020-12-24,2,874
1786,7,2021-07-22,1,1300.49
521,4,2021-02-01,14,824.6
355,3,2019-12-22,16,32792
1825,17,2020-08-12,17,9929.7
2799,7,2020-03-19,20,26009.8
2152,10,2020-07-06,20,13998
856,7,2020-11-28,10,13004.9
3049,12,2020-06-09,3,232.5
48,3,2021-07-26,3,6148.5
2206,13,2020-10-29,8,79.2
2485,20,2021-03-24,3,389.7
2459,2,2021-07-11,7,9420.46
1858,13,2021-05-14,13,128.7
1509,3,2020-10-04,3,6148.5
452,4,2021-05-16,18,1060.2
1634,13,2021-05-02,13,128.7
2431,9,2021-07-19,11,4280.1
400,8,2021-05-27,14,3073.98
3260,3,2019-08-07,16,32792
2540,16,2020-10-25,11,55
2355,8,2021-01-06,14,3073.98
378,7,2021-04-14,18,23408.82
166,18,2021-05-29,20,158
3097,3,2021-05-20,6,12297
3085,4,2021-02-22,7,412.3
657,9,2021-06-14,16,6225.6
1634,7,2021-04-20,20,26009.8
1112,6,2021-03-25,6,5399.4
349,11,2019-12-25,19,948.1
2141,2,2020-12-13,13,17495.14
1983,13,2021-02-18,11,108.9
2621,14,2020-10-16,2,277.98
1161,9,2021-07-17,17,6614.7
2027,20,2021-06-30,12,1558.8
2225,5,2020-05-06,11,4807
2333,17,2019-04-16,19,11097.9
2664,11,2021-02-17,5,249.5
1803,13,2020-05-03,10,99
1524,12,2021-07-10,7,542.5
2973,3,2021-03-24,10,20495
697,8,2021-06-22,4,878.28
395,11,2021-01-04,3,149.7
2318,14,2021-07-23,9,1250.91
3137,2,2021-02-05,11,14803.58
922,13,2021-01-28,7,69.3
2467,16,2018-06-27,11,55
154,4,2019-12-26,15,883.5
633,13,2020-12-22,9,89.1
3052,11,2020-11-14,20,998
1850,4,2020-04-14,16,942.4
22,20,2021-06-10,17,2208.3
1425,10,2021-05-25,13,9098.7
1284,3,2021-07-15,9,18445.5
2550,9,2021-03-25,15,5836.5
1989,16,2019-09-19,2,10
3139,5,2021-07-18,20,8740
2865,8,2020-05-01,8,1756.56
581,3,2021-01-20,17,34841.5
2511,15,2019-08-02,15,74.85
3317,13,2021-07-01,20,198
3164,5,2021-06-07,13,5681
2979,19,2021-03-28,12,29998.8
1594,11,2020-06-04,17,848.3
1723,5,2019-12-04,15,6555
3236,18,2019-06-07,20,158
2199,19,2020-11-17,7,17499.3
1688,11,2018-08-27,10,499
2640,21,2021-02-25,5,29995.5
567,19,2021-02-11,9,22499.1
1069,10,2021-07-06,20,13998
684,5,2021-07-17,4,1748
3341,18,2020-05-13,8,63.2
1382,10,2021-06-28,13,9098.7
2491,11,2020-06-14,7,349.3
2175,6,2021-07-25,20,17998
596,3,2021-05-31,13,26643.5
3373,5,2020-10-29,6,2622
949,11,2020-03-13,11,548.9
865,21,2021-03-09,8,47992.8
2993,5,2021-03-30,9,3933
2715,10,2021-06-25,4,2799.6
1453,8,2021-07-23,5,1097.85
1700,14,2021-01-21,7,972.93
3202,21,2021-04-11,6,35994.6
3017,9,2021-01-19,13,5058.3
225,8,2021-02-21,3,658.71
2767,12,2021-05-28,4,310
1740,14,2019-12-13,18,2501.82
3143,5,2020-01-29,13,5681
1426,16,2020-09-02,12,60
1147,21,2020-10-10,1,5999.1
246,5,2021-07-08,12,5244
252,14,2020-12-31,18,2501.82
450,7,2019-09-27,14,18206.86
2032,5,2020-12-22,13,5681
2435,9,2021-07-16,16,6225.6
2200,4,2020-04-08,3,176.7
14,2,2021-02-18,1,1345.78
431,19,2021-07-28,9,22499.1
2823,9,2019-12-27,19,7392.9
1200,20,2020-08-29,4,519.6
2478,7,2021-07-28,10,13004.9
1665,3,2020-06-06,12,24594
1814,6,2021-01-11,4,3599.6
808,21,2021-02-23,12,71989.2
3084,5,2020-05-21,10,4370
1516,10,2020-03-04,11,7698.9
2935,18,2019-06-10,1,7.9
1896,6,2020-07-29,2,1799.8
3203,10,2021-07-26,13,9098.7
2716,10,2021-07-25,15,10498.5
727,4,2021-05-15,13,765.7
2095,6,2020-12-15,6,5399.4
2682,12,2021-07-03,7,542.5
758,17,2021-07-07,10,5841
2429,13,2020-07-24,1,9.9
1915,21,2020-06-19,15,89986.5
2691,20,2021-05-20,12,1558.8
3111,11,2020-10-19,7,349.3
2653,13,2019-07-30,17,168.3
2693,3,2019-08-10,16,32792
2312,1,2020-06-26,12,55090.8
2798,18,2021-07-02,19,150.1
191,18,2020-04-26,7,55.3
3170,20,2020-07-23,17,2208.3
2014,4,2020-03-20,1,58.9
3096,17,2019-03-28,9,5256.9
2541,2,2020-11-11,4,5383.12
1890,10,2021-02-18,3,2099.7
2681,1,2020-06-20,13,59681.7
318,4,2020-12-05,1,58.9
2458,4,2021-02-07,18,1060.2
398,7,2020-05-08,15,19507.35
900,7,2021-05-07,2,2600.98
3164,8,2021-04-24,11,2415.27
1477,17,2021-07-18,9,5256.9
1291,7,2021-07-13,9,11704.41
880,15,2021-03-30,2,9.98
132,17,2021-01-16,17,9929.7
5,4,2020-09-25,7,412.3
320,19,2021-07-23,13,32498.7
842,6,2020-09-08,14,12598.6
1052,16,2020-11-05,15,75
167,16,2019-11-28,3,15
2927,9,2021-05-22,8,3112.8
652,18,2021-01-04,15,118.5
742,4,2021-06-04,17,1001.3
1880,1,2020-02-24,3,13772.7
2797,15,2020-04-14,6,29.94
2629,9,2021-01-25,8,3112.8
3354,18,2020-08-20,7,55.3
2774,20,2021-06-26,16,2078.4
2749,20,2020-12-16,1,129.9
3228,7,2021-07-29,19,24709.31
2731,13,2021-05-31,12,118.8
2867,8,2020-12-10,8,1756.56
1216,10,2020-10-10,15,10498.5
1719,21,2020-10-10,12,71989.2
3079,2,2019-04-11,11,14803.58
1479,15,2020-07-17,1,4.99
1076,17,2021-06-29,9,5256.9
3229,2,2021-02-04,19,25569.82
1613,16,2019-10-11,2,10
2219,6,2021-04-30,7,6299.3
1385,9,2021-05-18,20,7782
2096,15,2019-01-11,4,19.96
1111,15,2019-12-07,11,54.89
2117,16,2019-07-27,10,50
734,9,2020-12-23,7,2723.7
403,2,2021-01-02,16,21532.48
1979,15,2021-01-16,19,94.81
3087,3,2021-07-02,5,10247.5
2317,9,2021-02-09,15,5836.5
2591,17,2020-09-11,2,1168.2
3186,1,2020-02-02,15,68863.5
1911,17,2021-07-08,14,8177.4
1707,20,2020-08-06,6,779.4
22,8,2019-12-28,15,3293.55
2629,1,2020-01-20,4,18363.6
2124,19,2019-02-05,19,47498.1
235,5,2020-06-11,2,874
2391,7,2020-12-14,3,3901.47
3098,15,2020-04-17,18,89.82
640,7,2021-04-21,8,10403.92
3187,12,2021-04-15,3,232.5
2825,19,2021-02-19,7,17499.3
2886,15,2020-09-15,2,9.98
1854,18,2021-06-12,16,126.4
2358,14,2020-08-08,4,555.96
2639,9,2020-01-02,7,2723.7
2139,21,2019-07-02,10,59991
1987,20,2021-07-27,12,1558.8
697,10,2021-06-05,14,9798.6
2079,1,2020-05-30,2,9181.8
2515,21,2019-08-22,18,107983.8
2211,3,2021-05-08,7,14346.5
1706,8,2020-12-24,3,658.71
2326,14,2020-01-09,4,555.96
2476,7,2021-06-14,4,5201.96
3328,12,2020-04-23,20,1550
2235,7,2021-03-06,4,5201.96
3358,21,2020-11-20,11,65990.1
2396,5,2021-07-27,1,437
3020,11,2019-09-07,5,249.5
779,8,2021-07-06,10,2195.7
2612,21,2020-12-01,18,107983.8
2523,13,2021-02-20,5,49.5
1095,1,2020-06-25,12,55090.8
2156,9,2021-03-25,3,1167.3
984,13,2020-07-09,20,198
806,10,2021-05-05,10,6999
1114,3,2020-08-29,18,36891
1040,11,2020-08-09,11,548.9
1473,9,2021-07-10,9,3501.9
2996,5,2021-07-13,15,6555
456,9,2021-03-11,14,5447.4
211,19,2021-07-31,16,39998.4
1572,16,2020-02-14,20,100
1795,6,2021-06-12,20,17998
2410,1,2019-04-25,12,55090.8
2380,7,2021-02-28,17,22108.33
1934,6,2020-11-06,9,8099.1
2621,16,2021-02-06,16,80
2846,15,2021-05-12,18,89.82
207,7,2021-04-01,6,7802.94
2043,7,2020-04-11,6,7802.94
2966,9,2021-07-15,17,6614.7
2325,19,2021-03-18,9,22499.1
1012,2,2021-02-22,10,13457.8
3216,4,2021-03-25,4,235.6
640,14,2021-03-30,8,1111.92
1942,6,2021-04-17,6,5399.4
79,8,2021-03-22,3,658.71
1923,12,2021-07-25,17,1317.5
2157,2,2018-07-09,3,4037.34
929,9,2021-05-14,10,3891
2463,21,2019-07-07,20,119982
1157,17,2021-05-30,13,7593.3
202,13,2021-03-18,16,158.4
3280,19,2021-01-11,2,4999.8
2983,5,2021-02-07,16,6992
735,18,2021-01-11,18,142.2
2686,21,2020-08-08,17,101984.7
1063,4,2021-04-21,2,117.8
3283,20,2021-06-16,1,129.9
425,2,2020-08-15,15,20186.7
2069,11,2019-04-14,20,998
1007,14,2020-05-06,11,1528.89
1304,20,2020-06-16,3,389.7
128,20,2019-10-21,7,909.3
1787,1,2020-08-26,8,36727.2
3334,21,2020-01-03,11,65990.1
610,16,2020-01-22,8,40
255,8,2021-01-06,12,2634.84
1880,1,2021-05-01,11,50499.9
743,14,2021-07-23,20,2779.8
3297,7,2020-02-12,19,24709.31
1215,12,2021-06-01,17,1317.5
3317,16,2021-06-24,9,45
2999,3,2021-06-20,3,6148.5
289,11,2021-06-19,3,149.7
1955,17,2021-04-14,10,5841
945,6,2021-07-29,9,8099.1
1064,19,2020-04-17,20,49998
2896,3,2020-08-27,12,24594
1986,14,2019-07-01,16,2223.84
131,11,2021-05-22,9,449.1
2817,14,2020-04-26,8,1111.92
2932,18,2021-07-23,11,86.9
230,4,2021-04-15,20,1178
1864,19,2020-05-11,18,44998.2
2524,20,2021-01-25,5,649.5
269,2,2021-04-03,2,2691.56
349,1,2020-10-24,18,82636.2
1764,7,2021-06-24,8,10403.92
2415,15,2021-05-07,12,59.88
2436,10,2018-12-18,4,2799.6
2578,15,2021-03-05,17,84.83
2741,10,2021-05-01,14,9798.6
2462,19,2021-05-08,10,24999
1752,8,2020-05-13,4,878.28
1635,19,2020-09-17,9,22499.1
1457,17,2021-07-15,15,8761.5
1407,20,2021-06-22,14,1818.6
952,10,2020-10-14,7,4899.3
1490,13,2020-03-03,17,168.3
1134,1,2021-02-04,1,4590.9
2629,16,2021-07-18,13,65
2360,8,2021-07-19,3,658.71
883,18,2021-07-29,2,15.8
842,13,2021-02-10,17,168.3
13,18,2020-09-11,2,15.8
2020,12,2021-04-27,4,310
886,10,2020-09-22,15,10498.5
851,19,2021-05-17,17,42498.3
3146,2,2021-06-28,3,4037.34
2837,18,2020-11-08,20,158
339,7,2020-05-11,17,22108.33
3048,19,2021-03-29,16,39998.4
1192,16,2021-06-03,20,100
197,4,2021-05-14,14,824.6
1731,7,2020-02-13,16,20807.84
3358,1,2020-04-05,9,41318.1
45,19,2021-06-19,12,29998.8
1679,14,2019-02-07,19,2640.81
2748,10,2021-05-28,16,11198.4
1530,13,2020-10-04,12,118.8
3191,6,2019-01-29,3,2699.7
768,8,2021-05-26,19,4171.83
1996,15,2018-11-04,15,74.85
1021,6,2020-12-07,16,14398.4
1170,20,2020-09-03,14,1818.6
1253,10,2021-03-01,1,699.9
3348,13,2020-10-11,15,148.5
2384,11,2019-05-11,17,848.3
1930,4,2020-06-08,9,530.1
3145,1,2019-09-09,18,82636.2
2376,16,2019-12-06,8,40
1937,7,2021-06-04,16,20807.84
1742,1,2020-02-06,14,64272.6
826,18,2020-02-14,3,23.7
2358,12,2019-09-29,7,542.5
1704,7,2021-04-16,11,14305.39
588,10,2021-05-06,8,5599.2
635,16,2020-04-21,7,35
13,7,2020-10-16,6,7802.94
1864,12,2020-11-17,8,620
2782,18,2021-03-03,6,47.4
2668,2,2020-07-04,4,5383.12
668,17,2020-08-16,3,1752.3
3104,18,2021-07-10,20,158
1259,9,2020-05-30,4,1556.4
195,20,2021-06-12,12,1558.8
1891,2,2019-05-10,7,9420.46
2588,2,2021-07-31,11,14803.58
1276,3,2021-07-24,13,26643.5
2388,14,2021-07-11,4,555.96
3138,21,2021-07-25,13,77988.3
663,15,2021-07-16,19,94.81
2183,16,2020-07-23,7,35
341,11,2021-02-17,20,998
3187,21,2020-09-24,16,95985.6
197,5,2021-04-09,11,4807
1976,14,2020-08-25,6,833.94
2010,13,2020-08-22,14,138.6
3073,15,2020-12-01,6,29.94
2135,1,2020-06-24,16,73454.4
2511,11,2020-04-21,20,998
3021,11,2020-07-22,2,99.8
2869,10,2021-07-16,15,10498.5
1866,3,2021-01-13,5,10247.5
633,7,2019-09-26,8,10403.92
2549,1,2020-08-27,5,22954.5
1447,20,2020-07-06,20,2598
2305,15,2020-10-19,16,79.84
1416,20,2021-02-15,8,1039.2
3360,14,2021-03-27,15,2084.85
570,5,2021-07-17,12,5244
3206,13,2020-04-27,1,9.9
1114,19,2021-03-30,3,7499.7
754,12,2020-12-30,6,465
2252,20,2021-02-07,17,2208.3
2865,17,2021-06-11,8,4672.8
3057,12,2021-07-02,8,620
1808,12,2020-08-30,2,155
1056,14,2021-06-22,6,833.94
2369,18,2019-10-17,13,102.7
3380,15,2019-04-10,6,29.94
871,20,2020-11-12,11,1428.9
1408,8,2021-04-28,5,1097.85
3256,5,2021-05-23,4,1748
299,15,2021-06-24,6,29.94
218,21,2021-05-29,15,89986.5
113,8,2020-11-26,9,1976.13
2054,2,2021-03-08,16,21532.48
1889,7,2020-06-05,8,10403.92
2225,1,2019-12-11,20,91818
1310,12,2021-07-17,5,387.5
2892,5,2020-07-01,4,1748
2599,1,2021-06-09,3,13772.7
1172,15,2021-06-22,18,89.82
1122,18,2020-08-26,11,86.9
3063,13,2019-06-15,4,39.6
117,3,2021-07-04,1,2049.5
1866,1,2020-07-09,17,78045.3
3289,7,2020-07-13,1,1300.49
2878,3,2020-11-19,11,22544.5
1129,14,2020-09-09,12,1667.88
2595,13,2021-01-12,18,178.2
1835,18,2019-09-30,14,110.6
2549,19,2021-05-07,5,12499.5
2755,20,2021-03-12,20,2598
2343,21,2020-07-02,19,113982.9
1421,16,2021-01-22,2,10
3210,10,2021-02-05,2,1399.8
1369,14,2020-09-02,4,555.96
2373,7,2019-05-30,8,10403.92
2079,15,2020-06-06,16,79.84
1526,21,2020-10-12,11,65990.1
1101,8,2021-03-12,8,1756.56
2860,4,2019-02-16,5,294.5
483,7,2021-04-04,17,22108.33
980,19,2020-04-23,4,9999.6
3034,8,2020-03-31,1,219.57
22,21,2020-09-11,1,5999.1
637,8,2021-04-22,5,1097.85
1829,11,2021-02-05,15,748.5
1056,19,2021-04-06,16,39998.4
1774,11,2021-07-10,2,99.8
3306,12,2020-02-16,13,1007.5
3120,9,2020-02-29,10,3891
624,7,2021-06-28,16,20807.84
3143,12,2020-01-17,5,387.5
1389,18,2020-04-26,6,47.4
2822,21,2021-04-25,1,5999.1
2874,13,2021-01-03,12,118.8
2943,15,2019-07-06,3,14.97
2310,6,2020-10-12,6,5399.4
301,11,2020-11-28,13,648.7
763,3,2019-10-24,4,8198
1030,16,2020-03-28,9,45
2732,1,2021-03-06,8,36727.2
2270,6,2020-09-29,6,5399.4
2355,6,2021-06-17,3,2699.7
2370,1,2021-01-04,14,64272.6
2506,18,2019-12-18,10,79
977,1,2021-01-10,19,87227.1
2724,1,2020-11-20,8,36727.2
1732,4,2018-09-24,4,235.6
390,12,2021-04-03,6,465
